 , degree, betweeness, closeness, random
202.52066, 0.00157, 0.04322, 0.01066, 0.05783
202.73339, 0.00146, 0.04324, 0.01054, 0.05730
202.94613, 0.00135, 0.04326, 0.01043, 0.05731
203.15886, 0.00124, 0.04329, 0.01031, 0.05731
203.37159, 0.00112, 0.04331, 0.01019, 0.05731
203.58432, 0.00101, 0.04334, 0.01007, 0.05679
203.79705, 0.00090, 0.04336, 0.00996, 0.05679
204.00978, 0.00079, 0.04338, 0.00984, 0.05679
204.22252, 0.00067, 0.04341, 0.00972, 0.05679
204.43525, 0.00056, 0.04343, 0.00961, 0.05578
204.64798, 0.00045, 0.04345, 0.00949, 0.05578
204.86071, 0.00034, 0.04348, 0.00937, 0.05578
205.07344, 0.00022, 0.04350, 0.00925, 0.05579
205.28617, 0.00011, 0.04353, 0.00914, 0.05578
205.49891, 0.00000, 0.04355, 0.00902, 0.05715
205.71164, 0.00000, 0.04357, 0.00890, 0.05715
205.92437, 0.00000, 0.04360, 0.00879, 0.05715
206.13710, 0.00000, 0.04362, 0.00867, 0.05715
206.34983, 0.00000, 0.04365, 0.00855, 0.05850
206.56257, 0.00000, 0.04367, 0.00843, 0.05902
206.77530, 0.00000, 0.04369, 0.00832, 0.05902
206.98803, 0.00000, 0.04372, 0.00820, 0.05902
207.20076, 0.00000, 0.04374, 0.00808, 0.05902
207.41349, 0.00000, 0.04377, 0.00797, 0.05954
207.62622, 0.00000, 0.04379, 0.00785, 0.06957
207.83896, 0.00000, 0.04382, 0.00773, 0.06956
208.05169, 0.00000, 0.04384, 0.00761, 0.06956
208.26442, 0.00000, 0.04329, 0.00750, 0.06899
208.47715, 0.00000, 0.04331, 0.00738, 0.06900
208.68988, 0.00000, 0.04333, 0.00726, 0.06900
208.90262, 0.00000, 0.04336, 0.00715, 0.06900
209.11535, 0.00000, 0.04338, 0.00703, 0.06900
209.32808, 0.00000, 0.04341, 0.00691, 0.06900
209.54081, 0.00000, 0.04343, 0.00679, 0.06900
209.75354, 0.00000, 0.04345, 0.00668, 0.06844
209.96627, 0.00000, 0.04348, 0.00656, 0.06844
210.17901, 0.00000, 0.04350, 0.00644, 0.06844
210.39174, 0.00000, 0.04353, 0.00633, 0.06846
210.60447, 0.00000, 0.04355, 0.00621, 0.06790
210.81720, 0.00000, 0.04358, 0.00609, 0.06790
211.02993, 0.00000, 0.04360, 0.00597, 0.06791
211.24266, 0.00000, 0.04362, 0.00586, 0.06791
211.45540, 0.00000, 0.04365, 0.00574, 0.06790
211.66813, 0.00000, 0.04367, 0.00562, 0.06736
211.88086, 0.00000, 0.04370, 0.00551, 0.06790
212.09359, 0.00000, 0.04372, 0.00539, 0.06790
212.30632, 0.00000, 0.04375, 0.00527, 0.06790
212.51906, 0.00000, 0.04377, 0.00515, 0.06790
212.73179, 0.00000, 0.04380, 0.00504, 0.06790
212.94452, 0.00000, 0.04382, 0.00492, 0.06790
213.15725, 0.00000, 0.04384, 0.00480, 0.06790
213.36998, 0.00000, 0.04387, 0.00469, 0.06962
213.58271, 0.00000, 0.04389, 0.00457, 0.06962
213.79545, 0.00000, 0.04392, 0.00445, 0.07018
214.00818, 0.00000, 0.04394, 0.00433, 0.07018
214.22091, 0.00000, 0.04397, 0.00422, 0.06962
214.43364, 0.00000, 0.04399, 0.00410, 0.06962
214.64637, 0.00000, 0.04402, 0.00398, 0.06962
214.85911, 0.00000, 0.04404, 0.00387, 0.06962
215.07184, 0.00000, 0.04407, 0.00375, 0.06962
215.28457, 0.00000, 0.04409, 0.00363, 0.06962
215.49730, 0.00000, 0.04412, 0.00351, 0.06962
215.71003, 0.00000, 0.04414, 0.00340, 0.06962
215.92276, 0.00000, 0.04417, 0.00328, 0.06961
216.13550, 0.00000, 0.04419, 0.00316, 0.06961
216.34823, 0.00000, 0.04422, 0.00305, 0.06962
216.56096, 0.00000, 0.04424, 0.00293, 0.06962
216.77369, 0.00000, 0.04427, 0.00281, 0.06962
216.98642, 0.00000, 0.04429, 0.00269, 0.06962
217.19916, 0.00000, 0.04432, 0.00258, 0.06963
217.41189, 0.00000, 0.04434, 0.00246, 0.06963
217.62462, 0.00000, 0.04437, 0.00234, 0.06963
217.83735, 0.00000, 0.04380, 0.00223, 0.06963
218.05008, 0.00000, 0.04382, 0.00211, 0.06972
218.26281, 0.00000, 0.04385, 0.00199, 0.06972
218.47555, 0.00000, 0.04387, 0.00187, 0.06972
218.68828, 0.00000, 0.04390, 0.00176, 0.06972
218.90101, 0.00000, 0.04392, 0.00164, 0.06803
219.11374, 0.00000, 0.04395, 0.00152, 0.06803
219.32647, 0.00000, 0.04397, 0.00141, 0.06803
219.53920, 0.00000, 0.04400, 0.00129, 0.06803
219.75194, 0.00000, 0.04403, 0.00117, 0.06748
219.96467, 0.00000, 0.04405, 0.00105, 0.06748
220.17740, 0.00000, 0.04408, 0.00094, 0.06696
220.39013, 0.00000, 0.04410, 0.00082, 0.06696
220.60286, 0.00000, 0.04413, 0.00070, 0.06696
220.81560, 0.00000, 0.04415, 0.00059, 0.06644
221.02833, 0.00000, 0.04418, 0.00047, 0.06644
221.24106, 0.00000, 0.04420, 0.00035, 0.06644
221.45379, 0.00000, 0.04423, 0.00023, 0.06644
221.66652, 0.00000, 0.04425, 0.00012, 0.06644
221.87925, 0.00000, 0.04428, 0.00000, 0.06646
222.09199, 0.00000, 0.04430, 0.00000, 0.06645
222.30472, 0.00000, 0.04373, 0.00000, 0.06697
222.51745, 0.00000, 0.04375, 0.00000, 0.06697
222.73018, 0.00000, 0.04378, 0.00000, 0.06698
222.94291, 0.00000, 0.04380, 0.00000, 0.06645
223.15565, 0.00000, 0.04383, 0.00000, 0.06646
223.36838, 0.00000, 0.04385, 0.00000, 0.06646
223.58111, 0.00000, 0.04388, 0.00000, 0.06698
223.79384, 0.00000, 0.04391, 0.00000, 0.06645
224.00657, 0.00000, 0.04393, 0.00000, 0.06645
224.21930, 0.00000, 0.04396, 0.00000, 0.06645
224.43204, 0.00000, 0.04398, 0.00000, 0.06645
224.64477, 0.00000, 0.04340, 0.00000, 0.06645
224.85750, 0.00000, 0.04343, 0.00000, 0.06645
225.07023, 0.00000, 0.04345, 0.00000, 0.06645
225.28296, 0.00000, 0.04348, 0.00000, 0.06645
225.49569, 0.00000, 0.04290, 0.00000, 0.06645
225.70843, 0.00000, 0.04292, 0.00000, 0.06646
225.92116, 0.00000, 0.04295, 0.00000, 0.06645
226.13389, 0.00000, 0.04297, 0.00000, 0.06618
226.34662, 0.00000, 0.04300, 0.00000, 0.06619
226.55935, 0.00000, 0.04302, 0.00000, 0.06619
226.77209, 0.00000, 0.04305, 0.00000, 0.06568
226.98482, 0.00000, 0.04307, 0.00000, 0.06568
227.19755, 0.00000, 0.04310, 0.00000, 0.06568
227.41028, 0.00000, 0.04312, 0.00000, 0.06568
227.62301, 0.00000, 0.04254, 0.00000, 0.06568
227.83574, 0.00000, 0.04257, 0.00000, 0.06519
228.04848, 0.00000, 0.04259, 0.00000, 0.06373
228.26121, 0.00000, 0.04201, 0.00000, 0.06373
228.47394, 0.00000, 0.04203, 0.00000, 0.06373
228.68667, 0.00000, 0.04206, 0.00000, 0.06373
228.89940, 0.00000, 0.04208, 0.00000, 0.06373
229.11214, 0.00000, 0.04211, 0.00000, 0.06214
229.32487, 0.00000, 0.04213, 0.00000, 0.06214
229.53760, 0.00000, 0.04215, 0.00000, 0.06215
229.75033, 0.00000, 0.04218, 0.00000, 0.06261
229.96306, 0.00000, 0.04220, 0.00000, 0.06261
230.17579, 0.00000, 0.04223, 0.00000, 0.06308
230.38853, 0.00000, 0.04225, 0.00000, 0.06309
230.60126, 0.00000, 0.04228, 0.00000, 0.06309
230.81399, 0.00000, 0.04230, 0.00000, 0.06309
231.02672, 0.00000, 0.04233, 0.00000, 0.06309
231.23945, 0.00000, 0.04235, 0.00000, 0.06261
231.45218, 0.00000, 0.04238, 0.00000, 0.06372
231.66492, 0.00000, 0.04240, 0.00000, 0.06277
231.87765, 0.00000, 0.04243, 0.00000, 0.06277
232.09038, 0.00000, 0.04245, 0.00000, 0.06277
232.30311, 0.00000, 0.04248, 0.00000, 0.06121
232.51584, 0.00000, 0.04250, 0.00000, 0.06121
232.72858, 0.00000, 0.04253, 0.00000, 0.06121
232.94131, 0.00000, 0.04255, 0.00000, 0.06121
233.15404, 0.00000, 0.04258, 0.00000, 0.06032
233.36677, 0.00000, 0.04260, 0.00000, 0.06032
233.57950, 0.00000, 0.04263, 0.00000, 0.06032
233.79223, 0.00000, 0.04265, 0.00000, 0.06032
234.00497, 0.00000, 0.04268, 0.00000, 0.05989
234.21770, 0.00000, 0.04270, 0.00000, 0.05989
234.43043, 0.00000, 0.04273, 0.00000, 0.05989
234.64316, 0.00000, 0.04276, 0.00000, 0.05989
234.85589, 0.00000, 0.04278, 0.00000, 0.05945
235.06863, 0.00000, 0.04281, 0.00000, 0.05947
235.28136, 0.00000, 0.04283, 0.00000, 0.05947
235.49409, 0.00000, 0.04286, 0.00000, 0.05947
235.70682, 0.00000, 0.04288, 0.00000, 0.05947
235.91955, 0.00000, 0.04291, 0.00000, 0.05947
236.13228, 0.00000, 0.04293, 0.00000, 0.05947
236.34502, 0.00000, 0.04296, 0.00000, 0.05947
236.55775, 0.00000, 0.04299, 0.00000, 0.05947
236.77048, 0.00000, 0.04301, 0.00000, 0.05947
236.98321, 0.00000, 0.04241, 0.00000, 0.05947
237.19594, 0.00000, 0.04244, 0.00000, 0.05947
237.40867, 0.00000, 0.04246, 0.00000, 0.05947
237.62141, 0.00000, 0.04249, 0.00000, 0.05947
237.83414, 0.00000, 0.04251, 0.00000, 0.05904
238.04687, 0.00000, 0.04192, 0.00000, 0.05904
238.25960, 0.00000, 0.04194, 0.00000, 0.05904
238.47233, 0.00000, 0.04197, 0.00000, 0.05904
238.68507, 0.00000, 0.04199, 0.00000, 0.05904
238.89780, 0.00000, 0.04202, 0.00000, 0.05904
239.11053, 0.00000, 0.04204, 0.00000, 0.05906
239.32326, 0.00000, 0.04144, 0.00000, 0.05906
239.53599, 0.00000, 0.04084, 0.00000, 0.05906
239.74872, 0.00000, 0.04087, 0.00000, 0.05906
239.96146, 0.00000, 0.04089, 0.00000, 0.05906
240.17419, 0.00000, 0.04091, 0.00000, 0.05907
240.38692, 0.00000, 0.04094, 0.00000, 0.05907
240.59965, 0.00000, 0.04096, 0.00000, 0.05907
240.81238, 0.00000, 0.04099, 0.00000, 0.05907
241.02512, 0.00000, 0.04101, 0.00000, 0.05907
241.23785, 0.00000, 0.04104, 0.00000, 0.05907
241.45058, 0.00000, 0.04106, 0.00000, 0.05906
241.66331, 0.00000, 0.04109, 0.00000, 0.05907
241.87604, 0.00000, 0.04048, 0.00000, 0.05907
242.08877, 0.00000, 0.04051, 0.00000, 0.05907
242.30151, 0.00000, 0.04053, 0.00000, 0.05907
242.51424, 0.00000, 0.04056, 0.00000, 0.05949
242.72697, 0.00000, 0.04058, 0.00000, 0.05949
242.93970, 0.00000, 0.04061, 0.00000, 0.05949
243.15243, 0.00000, 0.04063, 0.00000, 0.05824
243.36516, 0.00000, 0.04066, 0.00000, 0.05824
243.57790, 0.00000, 0.04068, 0.00000, 0.05824
243.79063, 0.00000, 0.04070, 0.00000, 0.05824
244.00336, 0.00000, 0.04073, 0.00000, 0.05824
244.21609, 0.00000, 0.04075, 0.00000, 0.05824
244.42882, 0.00000, 0.04078, 0.00000, 0.05824
244.64156, 0.00000, 0.04080, 0.00000, 0.05784
244.85429, 0.00000, 0.04083, 0.00000, 0.05784
245.06702, 0.00000, 0.04085, 0.00000, 0.05784
245.27975, 0.00000, 0.04088, 0.00000, 0.05784
245.49248, 0.00000, 0.04090, 0.00000, 0.05784
245.70521, 0.00000, 0.04029, 0.00000, 0.05784
245.91795, 0.00000, 0.04032, 0.00000, 0.05744
246.13068, 0.00000, 0.04034, 0.00000, 0.05598
246.34341, 0.00000, 0.04037, 0.00000, 0.05598
246.55614, 0.00000, 0.04039, 0.00000, 0.05598
246.76887, 0.00000, 0.04042, 0.00000, 0.05598
246.98161, 0.00000, 0.04044, 0.00000, 0.05598
247.19434, 0.00000, 0.04047, 0.00000, 0.05560
247.40707, 0.00000, 0.03985, 0.00000, 0.05559
247.61980, 0.00000, 0.03988, 0.00000, 0.05559
247.83253, 0.00000, 0.03990, 0.00000, 0.05560
248.04526, 0.00000, 0.03993, 0.00000, 0.05566
248.25800, 0.00000, 0.03995, 0.00000, 0.05527
248.47073, 0.00000, 0.03998, 0.00000, 0.05527
248.68346, 0.00000, 0.04000, 0.00000, 0.05527
248.89619, 0.00000, 0.04002, 0.00000, 0.05526
249.10892, 0.00000, 0.04005, 0.00000, 0.05527
249.32165, 0.00000, 0.04007, 0.00000, 0.05527
249.53439, 0.00000, 0.04010, 0.00000, 0.05527
249.74712, 0.00000, 0.04012, 0.00000, 0.05526
249.95985, 0.00000, 0.04015, 0.00000, 0.05528
250.17258, 0.00000, 0.04017, 0.00000, 0.05528
250.38531, 0.00000, 0.04020, 0.00000, 0.05528
250.59805, 0.00000, 0.04022, 0.00000, 0.05528
250.81078, 0.00000, 0.04025, 0.00000, 0.05528
251.02351, 0.00000, 0.04027, 0.00000, 0.05492
251.23624, 0.00000, 0.03965, 0.00000, 0.05492
251.44897, 0.00000, 0.03968, 0.00000, 0.05529
251.66170, 0.00000, 0.03906, 0.00000, 0.05529
251.87444, 0.00000, 0.03908, 0.00000, 0.05384
252.08717, 0.00000, 0.03911, 0.00000, 0.05384
252.29990, 0.00000, 0.03913, 0.00000, 0.05384
252.51263, 0.00000, 0.03915, 0.00000, 0.05384
252.72536, 0.00000, 0.03918, 0.00000, 0.05384
252.93810, 0.00000, 0.03920, 0.00000, 0.05239
253.15083, 0.00000, 0.03923, 0.00000, 0.05172
253.36356, 0.00000, 0.03925, 0.00000, 0.05208
253.57629, 0.00000, 0.03928, 0.00000, 0.05208
253.78902, 0.00000, 0.03930, 0.00000, 0.05208
254.00175, 0.00000, 0.03868, 0.00000, 0.05209
254.21449, 0.00000, 0.03870, 0.00000, 0.05209
254.42722, 0.00000, 0.03873, 0.00000, 0.05137
254.63995, 0.00000, 0.03875, 0.00000, 0.05137
254.85268, 0.00000, 0.03877, 0.00000, 0.05138
255.06541, 0.00000, 0.03880, 0.00000, 0.05138
255.27814, 0.00000, 0.03882, 0.00000, 0.05069
255.49088, 0.00000, 0.03885, 0.00000, 0.05036
255.70361, 0.00000, 0.03887, 0.00000, 0.04817
255.91634, 0.00000, 0.03890, 0.00000, 0.04817
256.12907, 0.00000, 0.03892, 0.00000, 0.04818
256.34180, 0.00000, 0.03894, 0.00000, 0.04818
256.55454, 0.00000, 0.03897, 0.00000, 0.04818
256.76727, 0.00000, 0.03899, 0.00000, 0.04818
256.98000, 0.00000, 0.03902, 0.00000, 0.04818
257.19273, 0.00000, 0.03904, 0.00000, 0.04817
257.40546, 0.00000, 0.03907, 0.00000, 0.04817
257.61819, 0.00000, 0.03909, 0.00000, 0.04817
257.83093, 0.00000, 0.03912, 0.00000, 0.04817
258.04366, 0.00000, 0.03914, 0.00000, 0.04818
258.25639, 0.00000, 0.03917, 0.00000, 0.04818
258.46912, 0.00000, 0.03919, 0.00000, 0.04818
258.68185, 0.00000, 0.03922, 0.00000, 0.04787
258.89459, 0.00000, 0.03924, 0.00000, 0.04786
259.10732, 0.00000, 0.03927, 0.00000, 0.04755
259.32005, 0.00000, 0.03929, 0.00000, 0.04755
259.53278, 0.00000, 0.03932, 0.00000, 0.04665
259.74551, 0.00000, 0.03934, 0.00000, 0.04665
259.95824, 0.00000, 0.03871, 0.00000, 0.04784
260.17098, 0.00000, 0.03873, 0.00000, 0.04754
260.38371, 0.00000, 0.03875, 0.00000, 0.04754
260.59644, 0.00000, 0.03878, 0.00000, 0.04754
260.80917, 0.00000, 0.03880, 0.00000, 0.04696
261.02190, 0.00000, 0.03883, 0.00000, 0.04725
261.23464, 0.00000, 0.03885, 0.00000, 0.04725
261.44737, 0.00000, 0.03888, 0.00000, 0.04754
261.66010, 0.00000, 0.03890, 0.00000, 0.04754
261.87283, 0.00000, 0.03893, 0.00000, 0.04754
262.08556, 0.00000, 0.03895, 0.00000, 0.04754
262.29829, 0.00000, 0.03898, 0.00000, 0.04754
262.51103, 0.00000, 0.03900, 0.00000, 0.04725
262.72376, 0.00000, 0.03903, 0.00000, 0.04398
262.93649, 0.00000, 0.03905, 0.00000, 0.04398
263.14922, 0.00000, 0.03841, 0.00000, 0.04398
263.36195, 0.00000, 0.03844, 0.00000, 0.04397
263.57468, 0.00000, 0.03846, 0.00000, 0.04397
263.78742, 0.00000, 0.03849, 0.00000, 0.04371
264.00015, 0.00000, 0.03851, 0.00000, 0.04370
264.21288, 0.00000, 0.03787, 0.00000, 0.04370
264.42561, 0.00000, 0.03789, 0.00000, 0.04396
264.63834, 0.00000, 0.03792, 0.00000, 0.04397
264.85108, 0.00000, 0.03794, 0.00000, 0.04398
265.06381, 0.00000, 0.03797, 0.00000, 0.04539
265.27654, 0.00000, 0.03799, 0.00000, 0.04566
265.48927, 0.00000, 0.03802, 0.00000, 0.04566
265.70200, 0.00000, 0.03804, 0.00000, 0.04438
265.91473, 0.00000, 0.03806, 0.00000, 0.04438
266.12747, 0.00000, 0.03742, 0.00000, 0.04438
266.34020, 0.00000, 0.03744, 0.00000, 0.04310
266.55293, 0.00000, 0.03747, 0.00000, 0.04310
266.76566, 0.00000, 0.03749, 0.00000, 0.04284
266.97839, 0.00000, 0.03752, 0.00000, 0.04284
267.19113, 0.00000, 0.03754, 0.00000, 0.04234
267.40386, 0.00000, 0.03756, 0.00000, 0.04234
267.61659, 0.00000, 0.03759, 0.00000, 0.04208
267.82932, 0.00000, 0.03761, 0.00000, 0.04183
268.04205, 0.00000, 0.03764, 0.00000, 0.04159
268.25478, 0.00000, 0.03766, 0.00000, 0.04136
268.46752, 0.00000, 0.03769, 0.00000, 0.04135
268.68025, 0.00000, 0.03771, 0.00000, 0.04135
268.89298, 0.00000, 0.03774, 0.00000, 0.04136
269.10571, 0.00000, 0.03776, 0.00000, 0.03949
269.31844, 0.00000, 0.03779, 0.00000, 0.03949
269.53117, 0.00000, 0.03781, 0.00000, 0.03972
269.74391, 0.00000, 0.03783, 0.00000, 0.03972
269.95664, 0.00000, 0.03786, 0.00000, 0.03971
270.16937, 0.00000, 0.03788, 0.00000, 0.03971
270.38210, 0.00000, 0.03791, 0.00000, 0.03972
270.59483, 0.00000, 0.03793, 0.00000, 0.03951
270.80757, 0.00000, 0.03796, 0.00000, 0.03951
271.02030, 0.00000, 0.03798, 0.00000, 0.03951
271.23303, 0.00000, 0.03801, 0.00000, 0.03951
271.44576, 0.00000, 0.03803, 0.00000, 0.03951
271.65849, 0.00000, 0.03806, 0.00000, 0.03974
271.87122, 0.00000, 0.03808, 0.00000, 0.03974
272.08396, 0.00000, 0.03811, 0.00000, 0.03974
272.29669, 0.00000, 0.03813, 0.00000, 0.03974
272.50942, 0.00000, 0.03816, 0.00000, 0.03974
272.72215, 0.00000, 0.03818, 0.00000, 0.03974
272.93488, 0.00000, 0.03752, 0.00000, 0.03974
273.14762, 0.00000, 0.03755, 0.00000, 0.03975
273.36035, 0.00000, 0.03689, 0.00000, 0.03927
273.57308, 0.00000, 0.03691, 0.00000, 0.04026
273.78581, 0.00000, 0.03694, 0.00000, 0.04027
273.99854, 0.00000, 0.03696, 0.00000, 0.04050
274.21127, 0.00000, 0.03699, 0.00000, 0.04050
274.42401, 0.00000, 0.03701, 0.00000, 0.04050
274.63674, 0.00000, 0.03704, 0.00000, 0.04050
274.84947, 0.00000, 0.03706, 0.00000, 0.04050
275.06220, 0.00000, 0.03709, 0.00000, 0.04050
275.27493, 0.00000, 0.03711, 0.00000, 0.04050
275.48766, 0.00000, 0.03714, 0.00000, 0.04050
275.70040, 0.00000, 0.03716, 0.00000, 0.04051
275.91313, 0.00000, 0.03718, 0.00000, 0.04050
276.12586, 0.00000, 0.03721, 0.00000, 0.04051
276.33859, 0.00000, 0.03723, 0.00000, 0.04051
276.55132, 0.00000, 0.03726, 0.00000, 0.04074
276.76406, 0.00000, 0.03728, 0.00000, 0.04050
276.97679, 0.00000, 0.03731, 0.00000, 0.04050
277.18952, 0.00000, 0.03733, 0.00000, 0.04027
277.40225, 0.00000, 0.03736, 0.00000, 0.04027
277.61498, 0.00000, 0.03738, 0.00000, 0.04027
277.82771, 0.00000, 0.03741, 0.00000, 0.04027
278.04045, 0.00000, 0.03743, 0.00000, 0.04027
278.25318, 0.00000, 0.03746, 0.00000, 0.04027
278.46591, 0.00000, 0.03748, 0.00000, 0.04027
278.67864, 0.00000, 0.03751, 0.00000, 0.04050
278.89137, 0.00000, 0.03753, 0.00000, 0.04050
279.10411, 0.00000, 0.03686, 0.00000, 0.04050
279.31684, 0.00000, 0.03689, 0.00000, 0.04049
279.52957, 0.00000, 0.03691, 0.00000, 0.04049
279.74230, 0.00000, 0.03694, 0.00000, 0.04049
279.95503, 0.00000, 0.03696, 0.00000, 0.04049
280.16776, 0.00000, 0.03699, 0.00000, 0.04049
280.38050, 0.00000, 0.03701, 0.00000, 0.04025
280.59323, 0.00000, 0.03704, 0.00000, 0.04025
280.80596, 0.00000, 0.03636, 0.00000, 0.04002
281.01869, 0.00000, 0.03639, 0.00000, 0.04025
281.23142, 0.00000, 0.03641, 0.00000, 0.03979
281.44415, 0.00000, 0.03644, 0.00000, 0.03956
281.65689, 0.00000, 0.03646, 0.00000, 0.03956
281.86962, 0.00000, 0.03649, 0.00000, 0.03956
282.08235, 0.00000, 0.03651, 0.00000, 0.03956
282.29508, 0.00000, 0.03654, 0.00000, 0.03936
282.50781, 0.00000, 0.03656, 0.00000, 0.03936
282.72055, 0.00000, 0.03588, 0.00000, 0.03914
282.93328, 0.00000, 0.03591, 0.00000, 0.03914
283.14601, 0.00000, 0.03593, 0.00000, 0.03914
283.35874, 0.00000, 0.03596, 0.00000, 0.03914
283.57147, 0.00000, 0.03598, 0.00000, 0.04048
283.78420, 0.00000, 0.03601, 0.00000, 0.04048
283.99694, 0.00000, 0.03603, 0.00000, 0.04025
284.20967, 0.00000, 0.03605, 0.00000, 0.04025
284.42240, 0.00000, 0.03608, 0.00000, 0.04025
284.63513, 0.00000, 0.03610, 0.00000, 0.04025
284.84786, 0.00000, 0.03613, 0.00000, 0.04025
285.06060, 0.00000, 0.03615, 0.00000, 0.04025
285.27333, 0.00000, 0.03618, 0.00000, 0.04047
285.48606, 0.00000, 0.03620, 0.00000, 0.03929
285.69879, 0.00000, 0.03623, 0.00000, 0.03929
285.91152, 0.00000, 0.03625, 0.00000, 0.03929
286.12425, 0.00000, 0.03628, 0.00000, 0.03885
286.33699, 0.00000, 0.03630, 0.00000, 0.03885
286.54972, 0.00000, 0.03633, 0.00000, 0.03886
286.76245, 0.00000, 0.03564, 0.00000, 0.03885
286.97518, 0.00000, 0.03567, 0.00000, 0.03886
287.18791, 0.00000, 0.03569, 0.00000, 0.03769
287.40064, 0.00000, 0.03571, 0.00000, 0.03789
287.61338, 0.00000, 0.03574, 0.00000, 0.03789
287.82611, 0.00000, 0.03505, 0.00000, 0.03790
288.03884, 0.00000, 0.03508, 0.00000, 0.03886
288.25157, 0.00000, 0.03510, 0.00000, 0.03886
288.46430, 0.00000, 0.03512, 0.00000, 0.03886
288.67704, 0.00000, 0.03515, 0.00000, 0.03886
288.88977, 0.00000, 0.03517, 0.00000, 0.03886
289.10250, 0.00000, 0.03520, 0.00000, 0.03886
289.31523, 0.00000, 0.03522, 0.00000, 0.03886
289.52796, 0.00000, 0.03525, 0.00000, 0.03886
289.74069, 0.00000, 0.03527, 0.00000, 0.03864
289.95343, 0.00000, 0.03529, 0.00000, 0.03843
290.16616, 0.00000, 0.03532, 0.00000, 0.03843
290.37889, 0.00000, 0.03534, 0.00000, 0.03937
290.59162, 0.00000, 0.03537, 0.00000, 0.03936
290.80435, 0.00000, 0.03539, 0.00000, 0.03936
291.01709, 0.00000, 0.03542, 0.00000, 0.03936
291.22982, 0.00000, 0.03544, 0.00000, 0.03936
291.44255, 0.00000, 0.03547, 0.00000, 0.03914
291.65528, 0.00000, 0.03477, 0.00000, 0.03935
291.86801, 0.00000, 0.03479, 0.00000, 0.03957
292.08074, 0.00000, 0.03482, 0.00000, 0.03956
292.29348, 0.00000, 0.03484, 0.00000, 0.03956
292.50621, 0.00000, 0.03487, 0.00000, 0.03956
292.71894, 0.00000, 0.03489, 0.00000, 0.03935
292.93167, 0.00000, 0.03492, 0.00000, 0.03935
293.14440, 0.00000, 0.03494, 0.00000, 0.03934
293.35713, 0.00000, 0.03497, 0.00000, 0.03934
293.56987, 0.00000, 0.03499, 0.00000, 0.03935
293.78260, 0.00000, 0.03501, 0.00000, 0.03934
293.99533, 0.00000, 0.03504, 0.00000, 0.03934
294.20806, 0.00000, 0.03506, 0.00000, 0.03956
294.42079, 0.00000, 0.03509, 0.00000, 0.03956
294.63353, 0.00000, 0.03511, 0.00000, 0.04064
294.84626, 0.00000, 0.03514, 0.00000, 0.04064
295.05899, 0.00000, 0.03516, 0.00000, 0.04064
295.27172, 0.00000, 0.03519, 0.00000, 0.04064
295.48445, 0.00000, 0.03521, 0.00000, 0.04064
295.69718, 0.00000, 0.03524, 0.00000, 0.04021
295.90992, 0.00000, 0.03526, 0.00000, 0.04021
296.12265, 0.00000, 0.03529, 0.00000, 0.04021
296.33538, 0.00000, 0.03531, 0.00000, 0.04022
296.54811, 0.00000, 0.03534, 0.00000, 0.04043
296.76084, 0.00000, 0.03536, 0.00000, 0.04043
296.97358, 0.00000, 0.03539, 0.00000, 0.04043
297.18631, 0.00000, 0.03541, 0.00000, 0.04043
297.39904, 0.00000, 0.03544, 0.00000, 0.04043
297.61177, 0.00000, 0.03546, 0.00000, 0.04043
297.82450, 0.00000, 0.03549, 0.00000, 0.04020
298.03723, 0.00000, 0.03551, 0.00000, 0.04020
298.24997, 0.00000, 0.03480, 0.00000, 0.04021
298.46270, 0.00000, 0.03483, 0.00000, 0.04020
298.67543, 0.00000, 0.03485, 0.00000, 0.04239
298.88816, 0.00000, 0.03488, 0.00000, 0.04239
299.10089, 0.00000, 0.03490, 0.00000, 0.04241
299.31362, 0.00000, 0.03493, 0.00000, 0.04241
299.52636, 0.00000, 0.03495, 0.00000, 0.04241
299.73909, 0.00000, 0.03498, 0.00000, 0.04241
299.95182, 0.00000, 0.03500, 0.00000, 0.04240
300.16455, 0.00000, 0.03503, 0.00000, 0.04240
300.37728, 0.00000, 0.03505, 0.00000, 0.04240
300.59002, 0.00000, 0.03508, 0.00000, 0.04241
300.80275, 0.00000, 0.03510, 0.00000, 0.04240
301.01548, 0.00000, 0.03513, 0.00000, 0.04240
301.22821, 0.00000, 0.03515, 0.00000, 0.04218
301.44094, 0.00000, 0.03518, 0.00000, 0.04240
301.65367, 0.00000, 0.03520, 0.00000, 0.04240
301.86641, 0.00000, 0.03523, 0.00000, 0.04240
302.07914, 0.00000, 0.03525, 0.00000, 0.04196
302.29187, 0.00000, 0.03453, 0.00000, 0.04196
302.50460, 0.00000, 0.03381, 0.00000, 0.04196
302.71733, 0.00000, 0.03384, 0.00000, 0.04196
302.93007, 0.00000, 0.03386, 0.00000, 0.04218
303.14280, 0.00000, 0.03389, 0.00000, 0.04048
303.35553, 0.00000, 0.03391, 0.00000, 0.04048
303.56826, 0.00000, 0.03394, 0.00000, 0.04048
303.78099, 0.00000, 0.03396, 0.00000, 0.04069
303.99372, 0.00000, 0.03398, 0.00000, 0.04068
304.20646, 0.00000, 0.03401, 0.00000, 0.04069
304.41919, 0.00000, 0.03403, 0.00000, 0.04068
304.63192, 0.00000, 0.03406, 0.00000, 0.04069
304.84465, 0.00000, 0.03333, 0.00000, 0.04069
